1,What are the disadvantages of first-past-the-post electoral systems?,NEGATIVE,"We all know the situation could arise in the U.S. where one candidate wins the popular vote but another one the electoral college. Given that the same could arise in the United Kingdom and other countries with a first-past-the-post or \"winner takes it all\" electoral system, what are the genuine disadvantages of first-past-the-post electoral systems? Besides the given examples?"
377,"",NEGATIVE,"Epicureanism Is probably the earliest example you will find of the concept you refer to, which is normally called the social contract - basically that the governed have agreed to give up some of their power and freedom in exchange for the security and benefits of living in a larger society with laws and systems of governance. In Epicurus' Principal Doctrines there are a few lines (this is from the wikipedia page on social contracts linked above): Natural justice is a pledge of reciprocal benefit, to prevent one man from harming or being harmed by another. Those animals which are incapable of making binding agreements with one another not to inflict nor suffer harm are without either justice or injustice; and likewise for those peoples who either could not or would not form binding agreements not to inflict nor suffer harm. There never was such a thing as absolute justice, but only agreements made in mutual dealings among men in whatever places at various times providing against the infliction or suffering of harm. While the wording isn't exactly what you are after, the philosophy is the same - in order to get the benefits of a system of justice, men (people) agree to concessions."
378,"",NEGATIVE,"In John Locke's Second Treatise on Government Chapter 11, Section 134 (written in 1690), he writes: The lawful power of making laws to command whole politic societies of men, belonging so properly unto the same intire societies, that for any prince or potentate of what kind soever upon earth, to exercise the same of himself, and not by express commission immediately and personally received from God, or else by authority derived at the first from their consent, upon whose persons they impose laws, it is no better than mere tyranny. Laws they are not therefore which public approbation hath not made so. Hooker's Eccl. Pol. l. i. sect. 10. Of this point therefore we are to note, that sith [sic - should be such] men naturally have no full and perfect power to command whole politic multitudes of men, therefore utterly without our consent, we could in such sort be at no man's commandment living. And to be commanded we do consent, when that society, whereof we be a part, hath at any time before consented, without revoking the same after by the like universal agreement. Laws therefore human, of what kind so ever, are available by consent. Ibid While others may have made the argument earlier, he is often credited with at least popularizing the idea that 'power is derived from the consent of the governed,' and was often cited by the Founding Fathers as the impetus for this idea. Social Contract Theory as a whole often traces its roots through Hobbes' 'state of Nature,' (in which, in the absence of a despot to bring order, life was nasty, brutish and short, and as such people would choose a Leviathan - a monarch to beat the stuffing out of them in order to persuade people to adhere to the rules they wanted) and developed throughout the late Enlightenment. Locke extended this idea into government as a 'contract' in which people give up autonomy in order to perserve life, liberty, and wealth. This 'deal' gives institutions power in order to further individual ends. Hobbes, Locke, Rosseau, and others are often considered its progenitors, and John Stuart Mill often seen as its flower."
379,"",NEGATIVE,"Government contracts typically fall into two primary categories: Fixed Price Contracts Time and Materials Contracts As one can deduce from the names, a fixed price contract is just that - the vendor is given a certain amount of money, and and imposes fines and penalties if the desired bridge, software, space ship, whatever isn't delivered on time. The company that accepts this bet believes that it can deliver the good or service, plus a reasonable profit, for the fixed amount. Since the government's procurement policies often require acceptance of the lowest bid that it believes has a reasonable chance of successfully executing the project, it follows that this optimizes the tradeoff between risk and price. The downside, of course, is that for unknown costs, many vendors are unwilling to to strictly abide by a fixed fee contract, and instead wish the ultimate risk to be borne by the customer, hence the \"time and materials\" form of contract. In order to entice vendors to take such a risk, they must either agree to reduce the risk or extend the profit. As such, even a fixed fee contract may not arrive at the lowest price but technically will arrive at the lowest cost, since other factors (including risk) are part of the cost even if they are not part of the price. By definition, however, a fixed fee contract pushes the entire burden of a cost overrun onto the vendor. In exchange for this risk, a fixed fee contract will most likely entail a higher price than doing it ones'self. Hybrids exist in which a fixed fee is guaranteed, but a certain amount of the risk is mitigated by a T&amp;M contract."
380,"What is the origin of the Durand Line, and what is the liklihood that it will persist over time?",NEGATIVE,"My understanding of Pakistani and Afghanistani politics is that the border between these two countries is ill-defined, porous, and mostly a figment of British imagination moreso than any reality on the ground. The tribal areas such as the Swat Valley where Al-Qaeda held sway seem to be far more lawless than Pakistan in general, and a very \"dangerous\" area in particular. So, how is then that this area became part of British India in the first place, and what are Pakistan's prospects of being able to incorporate these lawless areas into its mainstream altogether? Also, I have heard that Afghanistan does not recognize Pakistan's claim to the Tribal areas demarcated by the Durand, and that if Afghanistan could ever become a fully functioning state, would lay claim to some Pakistan's territory. Is there any truth to this understanding?"
381,Can the Equal Rights Amendment still be ratified?,NEGATIVE,"Given that it took the 27th Amendment to the United States Constitution over 200 years to be ratified, would the Equal Rights Amendment that is currently three states short of the required 38 states need to start the entire process over again given that the deadline written into the initial law has been exceeded? Obviously, the proposed amendment would need amended again to be passed, but since Congress did extend the deadline once, could they not do that again? As Congress has the power to administer the ratification process in the Constitution, it seems to me like anything Congress says would go. Is the 3 state strategy constitutionally viable?"
382,"",NEGATIVE,"DOMA as a congressional statute could not violate the Full Faith and Credit Clause of the Constitution. Rather the mandate of the Full Faith and Credit Clause is on the states and their actions in response to DOMA. Just because DOMA allows states to define marriage on their own terms, does not create a conflict so long as, for example, Texas affords the same state rights to a married gay couple from Iowa while that couple is in their state as they would otherwise have afforded a straight married couple from Iowa. Whats more, have already seen that play out in the courts. In 2009 a legally married gay couple from Massachusetts was given a divorce by a Texas judge, even though Texas law does not recognize the marriage. The Texas judge gave full faith to the Massachusetts marriage license and applied Texas divorce law as appropriate. This legal action, not the text of DOMA itself, is what could potentially run aground of the Full Faith and Credit Clause. Congress also allows states to issue their own drivers licenses and set the standards for obtaining said license. It is entirely possible that a legal Ohio driver would fail a driving test in North Carolina due to ignorance of the differences in traffic laws between the two states. However, North Carolina does not test every Ohio driver pulled over in North Carolina for speeding, because they give Full Faith and Credit to that state's license. It is not unconstitutional for Congress to allow states to set up their own license requirements, but it would be unconstitutional for the North Carolina in this example to take action under that law to discriminate against Ohio drivers."
383,Does an increase in education cause an increase in the probability of voting?,NEGATIVE,I came across the following claim during a discussion: An increase in education causes an increase in the probability of voting. So I was interested whether there is any proof or research supporting the statement. Intuitively I would agree but given that intuition and politics seldom look good together I would want proof to verify or reject the statement.
384,What factors influence the number of political parties?,NEGATIVE,"While I know that the question could disintegrate into a list of things type of question I would really see answers that respect the back-it-up-rule and which would go deeper than only listing factors. Now the question: What factors influence the number of political parties? I'm interested into which factors have been scientifically proven to influence the number of political parties in a geographical area. Additionally and to make the question narrower, I would like to see explanations as to why these factors influence the number of political parties."
385,"",NEGATIVE,"Unlike the ERA and most modern amendments, when the 27th was proposed (one of the original 12 in the Bill of Rights) and sent to the states, there was no ratification period specified. The ERA, on the other hand, was given 7 years from the time it was sent to the states. As such, Congress could, if it chose, resubmit the amendment to the states, but it would start back at zero, and would need 38 states to ratify it in order to become valid. Were Congress to amend the bill sent to the states for ratification, extending the deadline after it passed, it is likely that someone would claim the law was passed ex post facto, something prohibited by the Constitution itself."
386,"",NEGATIVE,"Yes, there were a whole bunch of studies all of which point to education level as having very high predictive power (with positive correlation) as far as voter turnout, probably the highest exogenous predictive factor they found. I won't list all the studies, but will point to a paper that DOES list a bunch of them: \"The Dynamic Effects of Education on Voter Turnout\" (2009) by Barry C. Burden if University of Wisconsin. As a side note, if you want to find tons of studies on the topic, google for the ones that cite Brody's paper discussed below. As a side note, in American politics, there is a very interesting conundrum, which leads to your question's answer to both \"yes\" and \"no\", called \"Brody's puzzle\". It's named after a research by Brody in 1978 [Brody, R.A. (1978) \"The puzzle of political participation in America\"], which found that while education predicts whether individuals will vote, over time rising levels of education did not increase aggregate turnout. The paper linked above tries to research the topic."
387,Are single-member legislative districts a guarantee for two party systems?,NEGATIVE,Given that all countries that rely on a two-party system seem to have single-member legislative districts. I was wondering whether this in essence guarantees two party systems or whether this statement would not hold true. This should not be considered a duplicate to What factors influence the number of political parties? because this asks which factors influence the number in general while this is very specific whether a given factor guarantees a certain result.
388,"Has \"none of the above\" ever been added to a ballot? What was the effect?",NEGATIVE,"Besides Nevada having the option to vote none of the above (NOTA) are there any other places in the world which allow for voters to tick NOTA? If this is the case, are there any studies on the effect of having such an option? Does it increase voter turnout?"
389,How is the European integration process similar to the creation of the United States?,NEUTRAL,"What are the similarities and what are the major differences (economically, socially and culturally) between the current European integration process and the historical formation of the United States? Is the evolution from loose federation to a country in America a good indicator for future developments in Europe?"
390,"",NEGATIVE,"http://en.wikipedia.org/wiki/None_of_the_above has some examples: Greece (λευκό, white, but unrelated to a political party of the similarly sounding name-however it is symbolic only), the U.S. state of Nevada (None of These Candidates), Ukraine (Проти всіх), Spain (voto en blanco), and Colombia (voto en blanco). Russia had such an option on its ballots (Против всех) until it was abolished in 2006. Bangladesh introduced this option (না ভোট) in 2008."
391,"",NEGATIVE,"The main factor that determines the number of parties is the voting system. As for research supporting the claim I will cite this paper, which says: One of Duverger's most famous claims is that, in a law-like relationship, the plurality rule favors a two-party system while proportional systems lead to multipartyism (Duverger 1955). This raises the question of what is to ‘count’ as a party, in particular how to count very small parties. In recent years Lijphart (1994) reexamined the evidence for this thesis. The study compared 27 advanced industrialized democracies in 1945-90 based on the Laakso and Taagepera measure of the 'effective number of parliamentary parties' (ENPP), which takes account not only of the number of parties but also the relative size of each. Lijphart found that the ENPP was 2.0 in plurality systems, 2.8 in majority and 3.6 in proportional systems. Within proportional systems he found that the minimum threshold of votes also has an effect on the inclusion of minor parties. This other paper mentions it along with electoral volatility: The number of parties that compete for elections has been found to be positively associated with electoral volatility (Pedersen, 1979; Crewe, 1985; Bartolini and Mair, 1990), and it is well known that the electoral system is one of the main determinants of the number of parties that compete in elections (e.g. Rae, 1971; Taagepera and Shugart, 1989; Cox, 1997). The reason why systems like first-past-the-post tend to produce two party systems is quite obvious. If in each district seats are assigned only to the party with the highest number of votes it becomes a lot harder for smaller parties to obtain any seats at all. The only exception are regional parties that are strong in a certain region. Edit: fixed typos"
392,"",NEGATIVE,"It is easy to see that in theory there is no such guarantee (unless there are only two districts), as there is nothing to strictly prevent a different party winning in each district. Thus the theoretical maximum number of parties is given my the number of districts. Of course in practice it is very unlikely that there will be more than two or three big parties. The UK however is proof of the fact that even in practice a third party (in this case the Liberal Party) can become quite influential. This doesn't necessarily mean that it would be as easy in the USA, as there are quite a few differences, to name one: in the USA a party would need to win whole states if it wants to be able to win any seats. For seats won by third parties in the US see the list of third party performances on wikipedia."
393,"",NEGATIVE,"In a \"first-past-the-post\" system, it is difficult to sustain more than two parties. In any given district, candidates are either in power, in opposition (and working towards becoming the party in power), or are \"martyrs,\" meaning that they realize the have little chance of gaining majority status, but trudge on because of the \"rightness\" of their belief. This absolute assurance tends to be rather polarizing in practice, making it difficult to gain majority status. That said, the tendency is not absolute. Bernie Sanders, a Socialist, has for years represented Vermont. It is just that the situation is biased towards two parties."
394,"",NEGATIVE,"Political Differences: All the states of the United States have a common or very similar politician system where they elect the state-head of United States, the speakers for the congress, the governor, mayor and the member of district council, and others. The Unites States Army is under the control of the president of United States, so there is only one army for the whole nation and not one by State. The inner political system differs between the members of the European Union, some are Constitutional Monarchies, others are Presidential Republics, others are Parliamentary Republics, but in all the members the governors or (province administrators) are elected by people. The Europeans Union members have their own Army which are under the control of the state-head or prime minister is some cases, so the European Union doesn't have only one army. Economic Differences and Similarities: The United States economic activities are diverse, but there is a pattern, some States produce food, and others are more directed to the Industrial activities and Service. The Economic Geography in the European Union isn't uniform as we have seen since 2007 ~ 2008 with the economical crisis, most of economist use to say that the north of the EU is highly industrial developed with many High Technology Design Industries and Manufacture Industries, but the South is more directed to the Agriculture, Industrial Production of food, Tourism and other Services. Cultural Differences: All the states of United States of America have the same language. The languages of the European Union are very diverse, Spanish, English, French, Italian, Greek, and others. Religious Differences: There are several religions in United States, protestantism, evangelism, catholicism, and others, but they are very homogeneous distributed along all in United States ( I mean you can't say all Maryland's citizens are Christians but Massachusetts's citizens are all catholic, the difference isn't so high ). The religions in the Europe Union's members aren't so uniformly distributed, which increases the cultural differences between the Union members ( For example Spanish, Italian, Austrian, Belgium and Portuguese citizens are mostly catholic, but Germans, Dutches are protestant )."
395,"",NEGATIVE,"I base this answer on a mixture of common sense and this publication by Human Rights Watch. One of the most obvious factors impacting the number of political parties for an area is political repression by the incumbent government, such as in Zimbabwe: ZANU-PF has used the police and other state agencies to arbitrarily arrest and 'disappear' more than 40 MDC members and human rights activists. (An enforced disappearance is detention by authorities who refuse to acknowledge that they are holding the person or to reveal the person's fate or whereabouts, placing that person outside the protection of the law, and is a serious violation of international law. See International Convention for the Protection of All Persons from Enforced Disappearance, G.A. res. 61/177, U.N. Doc. A/RES/61/177 (2006), adopted Dec. 20, 2006.) It is not outside common sense reasoning that an area which has considerable political repression such as arrest, intimidation and/or assassination of members of opposing political parties, or the incumbent government making an opposition party illegal, would through fear result in fewer opposition parties being formed."
396,What are frequently heard arguments in favour or against term limits?,NEGATIVE,"Around the world, many presidents have term limits. For example, a United States president cannot serve more than eight years. On the other hand, it seems prime ministers and their cabinets usually don't have term limits, even if it's them that are in power in many countries, in particular in constitutional monarchies that are common in northern Europe. What are the advantages and disadvantages of term limits? Wouldn't it be more democratic if people could vote for whom they want? And all those countries without term limits — Netherlands, Sweden, Norway... — what negative consequences do they experience? Are term limits really necessary?"
397,"",NEGATIVE,"The United States is a constitutional republic in which the president, congress, and the judicial-branch share powers reserved to the national government according to its constitution. At the same time, it is a federal representative democracy consisting of 50 individual states, each with their own semi-autonomous government. The executive branch is headed by the President and is formally independent of both the legislature and the judiciary. The cabinet serves as a set of advisers to the President. They include the Vice President and heads of the executive departments. Legislative power is vested in the two chambers of Congress, the Senate and the House of Representatives. The judicial branch (or judiciary), composed of the Supreme Court and lower federal courts, exercises judicial power (or judiciary). The judiciary's function is to interpret the United States Constitution and federal laws and regulations. This includes resolving disputes between the executive and legislative branches. The federal government's layout is explained in the Constitution. Two political parties, the democratic-party and the republican-party, have dominated American politics since the American Civil War, although there are also smaller parties like the Libertarian Party, the Green Party, and the Constitution Party. There are major differences between the political system of the United States and that of most other developed democracies. These include greater power in the upper house of the legislature, a wider scope of power held by the Supreme Court, the separation of powers between the legislature and the executive, and the dominance of only two main parties. Third parties have less political influence in the United States than in other developed country democracies; this is because of a combination of stringent historic controls. These controls take shape in the form of state and federal laws, informal media prohibitions, and winner-take-all elections, and include ballot access issues and exclusive debate rules. This multiplicity of jurisdictions reflects the country's history. The federal government was created by the states, which as colonies were established separately and governed themselves independently of the others. Units of local government were created by the colonies to efficiently carry out various state functions. As the country expanded, it admitted new states modeled on the existing ones. Read more: United States on Wikipedia."
398,"",NEUTRAL,Questions relating to the government or the politics of the United States of America
399,"",NEUTRAL,"Democracy is a form of government literally meaning by the people, but existing in a wide variety of forms, such as direct democracy or parliamentary democracy. For more information, see Wikipedia."
400,"",NEGATIVE,"For questions about democracy, a system of government in many countries involving citizens voting, as opposed to dictatorships and other forms of government such as republicanism, where the people only have indirect authority through the ceding of power to elected representatives."
401,"",NEGATIVE,"While by no means an exclusive list, the pros and cons of term limits are: Pros: In some countries/locales, it is all but impossible to get rid of an incumbent politician, especially in parliament. This is extra problematic in US, where all that seems to be required to be re-elected is to have (1) a (frequently gerrymandered) district with 55%-65% in favor of your party; (2) bring home some pork (e.g. non-essential spending that you lobbied for the government to spend in your district); and (3) Not be \"caught in bed with a dead girl or a live boy\" (e.g. not to commit major political suicide, like sending your naked private parts to random women while married). In other words, no matter how poor a politician is, especially for the country as a whole, in USA it's rather easy for him/her to get re-elected. In USA, re-election rate is 80-90%, ALWAYS (except for Senate in late 70s). (source: http://www.opensecrets.org/bigpicture/reelect.php ) . Now, contrast that chart with Congressional approval rating: Low of 10% in 2012; average well below 40%. Everyone hates Congress, but keeps re-electing their own congresscritter. Another proposed benefit (I'm not aware of how true it is) is that theoretically, a \"lame-duck\" politician (e.g. one NOT running for re-election) will be ready to make wiser decisions more beneficial to the whole country in a long term, since he won't care about making unpopular choices costing them an election. And, closely related, a guy NOT running for re-election will spend the time actually, y'know, governing. As opposed to spending 50%+ of his term (of 2 year term) running for re-election, which is these days pretty much a full time job. Term limits can, theoretically, diminish influence of lobbyists, since the lobbyists would have to re-establish relations with both fresh politicians AND their staffs, especially on senior level. Philosophically, having no term limits creates, in essence a permanent \"governing\" politician class, which is fully contrary to the way USA was set up (it's a bit less of a problem for Europeans who are used to their aristocracy and Houses of Lords :) Remember that George Washington specifically considered Cincinnatus to be a role model for a politician. Contrast that with the infamous \"this is a Kenneddy's seat\" quip made in 2012 Congressional elections in Massachusetts. Cons: A genuinely greatt politician, even if he is so beloved that his popularity is through the roof and a large chunk of electorate would vote for them, can not stay in offiice. Frequently, replaced by a complete doofus (my personal example would be NYC Mayor Juliani, replaced with \"No Big Coke for you\" Nanny Bloomberg. YMMV). If one views politics as the art of compromise and dealing, purely theoretically having \"familiar old faces\" arond (aka \"the devil you know\") should help foster more compromise, since you generally have less surprises and know where many other people stand and what their positions and style are."
402,"",NEGATIVE,"In theory, the main argument against term limits is that elected officials should serve for as long as they have the confidence of the people. However, and strictly from my personal observations from Greece, lacking term limits1 often leads to elected officials serving for way longer that they should. The simple truth of the matter is that re-election is a lot easier than getting elected for the first time, even if we only consider that incumbents have a much larger degree of familiarity with voters. The high levels of corruption in the country don't help either, if incumbents generally have it easier (as DVK's answer demonstrates), imagine how much easier it is for corrupt incumbents to hold on to their offices ad nauseum. Parliamentary term limits would solve that problem, without going into details of the following politicians' activities, the length of their presence in parliament alone is not really what I'd call a sign of a healthy democracy: Antonis Samaras, MP from 1977 - 1996, re-elected in 2007 (24 years in total) Evangelos Venizelos, MP since 1993 (19 years so far) Aleka Papariga, MP since 1993 (19 years so far) I'm cheating a bit, pointing to the leaders of the (traditionally) more popular parties, but their very long careers in politics are not unusual in Greece. And although long careers in politics might not be unusual in general, almost 20 years straight in parliament doesn't smell right. I'm sure people will be more than eager to point out that length of parliamentary presence is not really something we should be judging PMs on, and that there are various ways to interpret long runs in the parliament in a positive way. And I'm sure there are, but I'm still strongly in favour of term limits, especially in a country with demonstrably high levels of corruption. 1 The President of the Hellenic Republic is limited to two five year terms, but the office holds little, if any, real power."
404,"How does libertarianism challenge a \"property is theft\" counter-argument to a \"tax is theft\" argument?",NEGATIVE,"An argument commonly ascribed to libertarianism runs as follows: Property is the right (either shared or exclusive) to enjoy the benefits of a particular resource. Theft is the non-consensual deprivation by one party of the property of another. Taxation is the non-consensual deprivation by the state of the property of the citizen. Therefore, taxation is theft. A possible counter-argument runs as follows: At some point in history, someone must have first claimed ownership over some resource that was not previously considered \"owned\". In doing so, they must by definition have (presumably non-consensually, since who would consent unless coerced?) deprived everyone else of the (previously shared) benefit of that resource. Therefore, private property is theft, and taxation merely a form of restorative justice. Assuming that they do indeed subscribe to the first argument outlined above, how might a libertarian challenge the second?"
405,"",NEGATIVE,"I'll take a stab at this but it's not a very well referenced answer, so someone with a better clue is more than welcome to provide a better one. There are two reasons for this counterargument to be invalid in a vast majority of cases where someone is taxed: The main reason this is not necessarily a valid counter-argument is that a vast majority of the taxes that libertarians object to are NOT taxes on a held property which someone may have shared-owned before. A vast majority of taxes being objected to are income taxes. Your income is not something that was previously commonly shared, therefore such a counter-argument doesn't apply. The only \"previously non-owned resource that was shared\" that can be claimed as property would be land, or some other natural resources. Second reason is legal. This one gets really hairy and complicated. As far as I'm aware, coming into possession of stolen goods in good faith does not make one a criminal, OR liable to return the goods. In other words, if a thief steals your TV and sells it on eBay to me, you can sue the thief. May be you can sue eBay for facilitating the sale. But under current criminal law you're not liable for posession of stolen goods if you didn't know they were stolen (and especially if they were NOT considered stolen under prevalent law of the jurisdiction where they were taken, which is the case here). One complication is that purely theoretically, you are not entitled to keep possession of stolen goods once the owner makes a motion to recover them. However, in most jurisdictions, there is a statute of limitations on this. While the intricacies of the law seem... intricate (duh), as best as I can tell, they all start to apply when it is known that the possessor possesses the property; and last several years (2-6 in USA and UK [1]). In other words, since the original owner of the property openly held the property and the \"everyone\" knew of this (most such natural property as land/resources is done in public with the government, so this counts), within several - let's say 3 to 6 years - the statute of limitations on recovery passes, and you can no longer be sued to return the property. TADA. You are now a legal owner, and so are anyone who buys it from you down the road. In light of that, the only person who \"stole\" the previously shared resource was the first guy who claimed ownership of that resource, more likely than not many generations ago. As such, even that miniscule amount of private property that your counter-argument MAY have applied to (land/natural resources) is no longer theft once you have purchased/inherited it fair and square after statute of limitations passes. So, in summary, even if you allow your argument to be valid, the only time it's valid and the taxation is fair under it is if you tax a person who claimed a plot of land or a natural resource (mine, forest, river) that was previously unowned and they didn't pay a prior owner for it. And to be honest, I'm not entirely sure that there exists a unified libertarian position on whether such \"first claim\" property ownership should or should not be taxed. I will ask that as a separate question. I asked a follow-up question to clarify: Are there libertarian views on proper procedure to obtain property that was previously unowned? You can also rephrase the problems with the counter-argument in terms of it relying on a logical fallacy. It takes the assumption that \"some private property is theft\", and extends it to \"all private property is theft\". I'm going to claim that its that Fallacy of composition, but i'm far from rhetoric expert, so feel free to edit with more correct fallacy. References: [1] - \"In most jurisdictions in the United States, the statute of limitations for actions in replevin ranges from two to six years.23 Similarly, in the United Kingdom, actions to reclaim personal property expire after six years24\" - \"THE THIRD TIME IS NOT ALWAYS A CHARM: THE TROUBLESOME LEGACY OF A DUTCH ART DEALER - THE LIMITATION AND ACT OF STATE DEFENSES IN LOOTED ART CASES\" by BERT DEMARSIN"
406,Are there libertarian views on proper procedure to obtain property that was previously unowned?,NEGATIVE,"A while back, there was a fun article making the rounds about some dude selling people \"rights\" to own a plot of land on the Moon. There was another one selling plots in open ocean outside the coastal lines of any states. Leaving aside current legalities and treaties between existing states, is there a \"standard\" position that the libertarian worldview would take on someone taking ownership of a piece of property that was \"common\", or \"unowned\", before? Is it right/moral/ethical to take ownership of such property? (we are talking pure 100% ownership of a bare resource - assume that you as prospective owner have not done anything to develop it, or to make it available) If it is, is it right/moral/ethical to expect to pay someone a tax/fee/purchase price on that resource, since you have - by claiming ownership - deprived someone of a possibility of using that resource which they had an option of doing before?"
407,Are local currencies unconstitutional?,NEGATIVE,"In many places around the United States, localities and organizations have been printing money as a means to drive business toward local establishments and raise money for the community in times of economic hardship. Perhaps the most well established example of this are Berkshares in the Berkshires region of Massachusetts. Berkshares are slightly less valuable than U.S. dollars (you get 100 for $95) and can be obtained at a number of local banks and used in local stores. The IRS even gets in on the act and taxes Berkshares purchases, at their established \"exchange rate\". However, Article I, section 10, clause 1 (The Contract Clause) of the United States Constitution says explicitly: No State shall enter into any Treaty, Alliance, or Confederation; grant Letters of Marque and Reprisal; coin Money; emit Bills of Credit; make any Thing but gold and silver Coin a Tender in Payment of Debts; pass any Bill of Attainder, ex post facto Law, or Law impairing the Obligation of Contracts, or grant any Title of Nobility. Clearly the Berkshire region is not a state, but the rather explicit endorsement of the currency by the local government, and the local government's recognition by the state of Massachusetts seems to give the currency the tacit approval of the state. As such, how can the alternative local currency, working to devalue the U.S. dollar in the region, be constitutional?"
408,"",NEGATIVE,"I can't find any case where modern local currencies were actually challenged in court, so it's hard to be sure. Most of the local currencies explored here are probably fine, because they're handled entirely by individuals and businesses. Businesses can choose to accept whatever they want for their goods; if they want to let you pay in apples that's fine, and if it so happens that multiple stores will accept apples as payment, now you've got a local currency BerkShares are strange in that they're not just a form of payment accepted by random businesses: They appear to be endorsed by the local government, even if the government doesn't actually print them Banks will exchange dollars for BerkShares I'm a bit lost as to how they've convinced banks to convert a privately printed currency for legal tender, but that's up to the banks I suppose. You downplayed the beginning of the amendment, \"No State shall ...\", but that really does seem to be the crux of the argument. I suspect any of these things would go over badly with the federal government: Attempting to trade BerkShares outside the state Massachusetts printing BerkShares directly Businesses accepting exclusively BerkShares and refusing dollars The town/state forcing businesses to accept BerkShares Not taxing BerkShare purchases BerkShares becoming the dominant form of currency in the state The last is particularly bad; if BerkShares become more valuable than dollars and are widely usable, there's little reason for the state to care about dollars anymore, which eliminates the main method the federal government uses to convince states to enforce federal laws. If the state stops accepting dollars all together, they become a completely isolated economy and might as well be an independent nation In short, as long as local currencies are optional and stay contained to a small area, it looks like the government is going to ignore them. Trying to displace federal currency or spread to other areas would probably be frowned upon, but I can't find an postbellum instance where it's ever been tried"
409,"",NEGATIVE,"The United States did not issue its own national currency until the introduction of the greenback in 1859. Prior to that, individual banks would actually issue their own notes, which could or could not be accepted as legal tender based on the preference of the recipient. This Planet Money Podcast has the story of how the United States functioned - basically using these \"bank registrar books\" that would help keep track of all the various \"currencies\" that were out there (8,000 prior to the Civil War!). In short, systems like the Berkshare are fine locally, but scale horribly. All currency is a claim on another asset. Until 1933, you could exchange dollar bills for gold. (Nixon finally took us off of that in the 70s.) Nowadays, a note is just a claim on the debt of the United States - theoretically, you could exchange them for bonds. The point of currency is that you have a claim on the assets of another. States are prohibited from being the holder of these assets, as it is a power reserved to the federal government. (For historical reasons, this was necessary to prevent another \"Articles of Confederation.\") Coning money is a different beast altogether than issuing currency. When you coin money, you are declaring a fixed price for the quantity of the material coined. A gold dollar, for example, is declared by the government to be of a fixed quantity regardless of which one you have. (The ridges on a quarter, for example, are there to prevent you from shaving off the material in question.) Were individual states allowed to coin their own money, there could be a variance between say, a Virginia Dollar and a New York Dollar. Even if only in a fractional ounce worth of gold, that variation would have led to confusion. It is thus the equivalent of establishing \"standard weights and measures,\" also reserved to the Congress. More to the point of the question, however, is that there is nothing which prohibits private entities from issuing their own currency. Indeed, all banks prior to the Federal Reserve Act of 1913 did just that. The primary impediment would be whether or not others want to accept it. Dollar Bills, on the other hand, even say that these notes are \"legal tender for all debts, public and private,\" meaning that they are to accepted as currency, at full face value for any dollar denominated debt."
410,What is the legality of using foreign law to decide domestic cases?,NEGATIVE,"There has recently been significant discussion in the United States on the use of foreign law, and foreign legal proceedings, being used as a means for informing a domestic judge's rationale for deciding a case. Justice Breyer for example has come out in favor of the idea saying that judges can be informed by looking at the logical process and decision making efforts of judges in other countries with similar laws when deciding their own cases. Legal opinions at all levels already routinely cite foreign law as background. However, given that every case has a unique set of circumstances and foreign law is not legally binding on any United States citizen, could a lower court's opinion be invalidated on the grounds that foreign law was too heavily relied upon (assuming it was not directly cited as precedent)? Is there any discussion of this practice in the code of judicial ethics? Finally, is this a potentially unconstitutional practice in its own right given that the Justice's constitutional duties limit them to \"interpreting the constitution\"? NOTE: This question is distinct from an analysis of domestic laws and potential conflicts with treaty obligations (like this question) as treaties originate from within the domestic legal system. This question is only meant to look at wholly foreign laws, governing foreign peoples."
411,What are practical steps citizens can take to alter a first past the post system?,NEGATIVE,"Given the arguments against first past the post voting systems, I'd like to know what could be done to change them. However, there's a difficulty with proposing such a change to the system, and that's how it favors incumbent political parties. As the people who write laws enjoy benefits from the existing first past the post setup, they are not incentivized to change it. Essentially, only 2 major national political parties exist here in the United States, arguably in part due to the first past the post setup of our voting system. If that's so, neither has any reason to move to replace first past the post. How can citizens challenge such a situation to effect a change in the voting system?"
412,Is there any data on how much gerrymandering influences incumbent advantage?,NEGATIVE,"The US Congress has a truly prodigious re-election rate: 80-90% in the House since 1964, and ~80% in the Senate with the exception of the 1970s (when it hit a \"low\" of 55%-65%) While there are a lot of different factors contributing to this incumbent advantage, it is frequently stated that gerrymandering [1] contributes significantly to it. Is there any sort of data/research available which quantifies just how much of an impact gerrymandering has on re-election rates compared to other factors? I'm fine if the data is specific to US Congress (slightly preferred), or US in general, or some other locale. NOTES: [1] Gerrymandering is defined on Wikipedia as \"a practice that attempts to establish a political advantage for a particular party or group by manipulating geographic boundaries to create partisan or incumbent-protected districts\". In plain terms, you adjust the district so that (in terms of re-elections) the incumbent has a higher percentage of his partisans in the new district than in the old one, and higher than the percentage of opponents. This makes the district safer for the incumbent and increases the chances of winning re-election."
413,Granting Search Warrants after the suspect has been pronounced dead,NEGATIVE,"The recent mass shooting at a school in Connecticut weighs heavy on our minds, but when listening to the coverage I noticed something that I could never understand. When the State is prosecuting a suspect, they need to collect evidence to build a case. It is well known that authorities cannot search your private property without a Search Warrant granted by a Judge, and often times law enforcement will do this to search for evidence for the case. In this case the suspect was killed on the scene. Obviously they can't prosecute a dead man, so why do they still obtain search warrants? I understand that we all demand to know what happened and we are all deeply troubled by what has happened, but is this justification enough or is it an overstep of the authority granted them by the People?"
